"memo","memoBytes","id","successful","hash","createdAt","sourceAccount","sourceAccountSequence","feeAccount","feeCharged","maxFee","operationCount","envelopeXdr","resultXdr","resultMetaXdr","feeMetaXdr","memoType","signatures","validAfter","validBefore","ledgerAttr"
"","","7f472a25d789b395fe7381673241f580e6e646b77b9c1d8ce48ef0bf2920c6b0","true","7f472a25d789b395fe7381673241f580e6e646b77b9c1d8ce48ef0bf2920c6b0","2023-01-06T11:55:10Z","GBXZ3TXFUHXG7DCXJ3H2GBQ22LSV5NMNZRQ6SSY2HWKGN2E4BYI3DUPE","16343664821272914","GBXZ3TXFUHXG7DCXJ3H2GBQ22LSV5NMNZRQ6SSY2HWKGN2E4BYI3DUPE","100000","100000","1","AAAAAgAAAABvnc7loe5vjFdOz6MGGtLlXrWNzGHpSxo9lGbonA4RsQABhqAAOhB6AAABUgAAAAEAAAAAAAAAAAAAAABjuAzKAAAAAQAAAAAAAAABAAAAAAAAAAEAAAAAlZ5fxeqlD0ZN+2PECzKSvLtit9lZtNw+XBt/18ZDprwAAAAAAAAAAB3NZQAAAAAAAAAAAZwOEbEAAABAQ0gGXRH6RsKVQxeIVWnp0+gutRSo0j0l430i6ViteeoIyznVX54VYVyiN2XgN8tskHnJSL1OI0RYptG0nkN8BQ==","AAAAAAABhqAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAAA=","AAAAAgAAAAIAAAADAGRLPQAAAAAAAAAAb53O5aHub4xXTs+jBhrS5V61jcxh6UsaPZRm6JwOEbEAAAAA70z3WwA6EHoAAAFRAAAAAAAAAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAABAGRLPQAAAAAAAAAAb53O5aHub4xXTs+jBhrS5V61jcxh6UsaPZRm6JwOEbEAAAAA70z3WwA6EHoAAAFSAAAAAAAAAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAABAAAABAAAAAMAZEs9AAAAAAAAAABvnc7loe5vjFdOz6MGGtLlXrWNzGHpSxo9lGbonA4RsQAAAADvTPdbADoQegAAAVIAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAEAZEs9AAAAAAAAAABvnc7loe5vjFdOz6MGGtLlXrWNzGHpSxo9lGbonA4RsQAAAADRf5JbADoQegAAAVIAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAMAZEs0AAAAAAAAAACVnl/F6qUPRk37Y8QLMpK8u2K32Vm03D5cG3/XxkOmvAAAAAJdskngAFeOqQAAAAEAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAEAZEs9AAAAAAAAAACVnl/F6qUPRk37Y8QLMpK8u2K32Vm03D5cG3/XxkOmvAAAAAJ7f67gAFeOqQAAAAEAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAA=","AAAAAgAAAAMAZEs0AAAAAAAAAABvnc7loe5vjFdOz6MGGtLlXrWNzGHpSxo9lGbonA4RsQAAAADvTn37ADoQegAAAVEAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAEAZEs9AAAAAAAAAABvnc7loe5vjFdOz6MGGtLlXrWNzGHpSxo9lGbonA4RsQAAAADvTPdbADoQegAAAVEAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAA==","text","[""Q0gGXRH6RsKVQxeIVWnp0+gutRSo0j0l430i6ViteeoIyznVX54VYVyiN2XgN8tskHnJSL1OI0RYptG0nkN8BQ==""]","1970-01-01T00:00:00Z","2023-01-06T11:58:02Z","6572861"
